logFC,AveExpr,t,P.Value,adj.P.Val,B,target_id,DEG_status,Comparison
-1.8728830458921155,5.78132142150897,-8.99833402666967,6.465122553357808e-9,3.3416602197668167e-6,10.633439333199457,MGG_05048T0,downreg_in_guy11,guy11_vs_Dbip1_0h
-2.0360566464415832,6.18847171094294,-8.95404237184998,7.058670708116245e-9,3.502512405367281e-6,10.54566587011351,MGG_06500T0,downreg_in_guy11,guy11_vs_Dbip1_0h
-2.0070900399745604,4.859076323818874,-8.84944807536095,8.69445801922373e-9,3.911749137474717e-6,10.328879067809089,MGG_04746T0,downreg_in_guy11,guy11_vs_Dbip1_0h
-1.988371751276678,4.902832287159413,-8.834308386731252,8.961816458258551e-9,3.911749137474717e-6,10.305690844250742,MGG_07258T0,downreg_in_guy11,guy11_vs_Dbip1_0h
2.1000687314875943,6.179464679107532,8.824215303432613,9.144758160964674e-9,3.911749137474717e-6,10.29507293441454,MGG_08180T0,upreg_in_guy11,guy11_vs_Dbip1_0h
-2.543463031513523,2.8567341641608603,-8.832046612196436,9.002480971117334e-9,3.911749137474717e-6,10.26577825264335,MGG_00032T0,downreg_in_guy11,guy11_vs_Dbip1_0h
-1.925789551053404,5.767741253865517,-8.805905814506223,9.486531924256438e-9,3.922680950680037e-6,10.255161528677316,MGG_10312T0,downreg_in_guy11,guy11_vs_Dbip1_0h
-2.0636693380419615,5.276885761382647,-8.773688658118127,1.0120291412281247e-8,4.049748869978997e-6,10.193561538661257,MGG_10522T0,downreg_in_guy11,guy11_vs_Dbip1_0h
-2.240485009180486,5.3482567264192165,-8.574600628688174,1.5137632909140194e-8,5.868198007433878e-6,9.79983230810904,MGG_08140T0,downreg_in_guy11,guy11_vs_Dbip1_0h
-1.6366043730493995,4.489627348122166,-8.53886851293738,1.6281030639868165e-8,6.096707711588181e-6,9.700901115903374,MGG_00129T0,downreg_in_guy11,guy11_vs_Dbip1_0h
-1.6654469386777624,4.7048306839721326,-8.526125470995295,1.6710041289318673e-8,6.096707711588181e-6,9.685985054011027,MGG_04996T0,downreg_in_guy11,guy11_vs_Dbip1_0h
-1.5568060757149622,5.02488161715143,-8.500316465388565,1.761503576795006e-8,6.1181425775335966e-6,9.655912888354212,MGG_07728T0,downreg_in_guy11,guy11_vs_Dbip1_0h
1.7475781626536566,5.280877825753902,8.496442186054251,1.775519006781213e-8,6.1181425775335966e-6,9.647581124154124,MGG_08802T0,upreg_in_guy11,guy11_vs_Dbip1_0h
-2.256824209645613,5.379485900941339,-8.40014364855745,2.163470835428184e-8,7.152564940771859e-6,9.4556800257455,MGG_01224T0,downreg_in_guy11,guy11_vs_Dbip1_0h
-1.818471359748445,5.170649552765689,-8.393995528327979,2.1910315820179816e-8,7.152564940771859e-6,9.44251551633666,MGG_00363T0,downreg_in_guy11,guy11_vs_Dbip1_0h
-2.281294084305845,4.5012530059918925,-8.37714217631871,2.2684536297333716e-8,7.190459852995595e-6,9.388477287394585,MGG_08840T0,downreg_in_guy11,guy11_vs_Dbip1_0h
-2.1789507941781237,7.130674979570609,-8.354581765651414,2.376532478620068e-8,7.190459852995595e-6,9.360637244224153,MGG_02572T0,downreg_in_guy11,guy11_vs_Dbip1_0h
-1.9694782768023993,4.619850111663696,-8.356988119556972,2.36475576982776e-8,7.190459852995595e-6,9.323404065779926,MGG_05236T0,downreg_in_guy11,guy11_vs_Dbip1_0h
-1.7949100354863,6.533619597525261,-8.314948806992959,2.5794399408044653e-8,7.618560110876044e-6,9.279161055249611,MGG_01561T0,downreg_in_guy11,guy11_vs_Dbip1_0h
-1.7097406721562676,8.067963142824327,-8.280134814497552,2.7723973195182697e-8,7.81627017014185e-6,9.208453995606092,MGG_17072T0,downreg_in_guy11,guy11_vs_Dbip1_0h
-2.4664768054053345,4.7164602222477106,-8.244586344155033,2.984823886841567e-8,8.228164514726587e-6,9.135548610086108,MGG_06202T0,downreg_in_guy11,guy11_vs_Dbip1_0h
1.681878127438079,5.76708196510876,8.227116038035128,3.095301534730755e-8,8.347220769203264e-6,9.106729646336598,MGG_08035T0,upreg_in_guy11,guy11_vs_Dbip1_0h
-1.9767566781613024,5.520492322474377,-8.190601428434203,3.3400314236911385e-8,8.815551023593312e-6,9.03333017420022,MGG_03893T0,downreg_in_guy11,guy11_vs_Dbip1_0h
2.469876537192477,2.596632481049039,8.282888885993497,2.756604487376892e-8,7.81627017014185e-6,8.99389503166082,MGG_01293T0,upreg_in_guy11,guy11_vs_Dbip1_0h
-1.896377156888576,5.503621884083056,-8.160226334486904,3.55877351519687e-8,9.02021229274687e-6,8.970890363877428,MGG_01087T0,downreg_in_guy11,guy11_vs_Dbip1_0h
-1.73646526713714,4.589545677284433,-8.159658286630382,3.563002034216821e-8,9.02021229274687e-6,8.967764491163445,MGG_00560T0,downreg_in_guy11,guy11_vs_Dbip1_0h
-1.9181268595595595,5.0795184819467964,-8.146091598037176,3.6655451726711045e-8,9.094217573397009e-6,8.942931820913927,MGG_00361T0,downreg_in_guy11,guy11_vs_Dbip1_0h
-1.8728831407361124,4.653943082037414,-8.091206460487616,4.1124354937542995e-8,1.000289456863178e-5,8.827025992560845,MGG_08049T0,downreg_in_guy11,guy11_vs_Dbip1_0h
-1.8391142338830129,6.673066769084038,-7.952181093267266,5.513559411722716e-8,1.2904849906117034e-5,8.535659432806057,MGG_11039T0,downreg_in_guy11,guy11_vs_Dbip1_0h
2.189630914725087,7.237842330160766,7.930278215174254,5.775573986810869e-8,1.2991825587821224e-5,8.488382579963167,MGG_06669T0,upreg_in_guy11,guy11_vs_Dbip1_0h
-1.4944492645800596,7.612672710007491,-7.927696627033229,5.8072900145578025e-8,1.2991825587821224e-5,8.48093211915063,MGG_06276T0,downreg_in_guy11,guy11_vs_Dbip1_0h
-1.151413698890197,6.074144815624156,-7.917451737547684,5.934931830147489e-8,1.2991825587821224e-5,8.46771293919999,MGG_04182T0,downreg_in_guy11,guy11_vs_Dbip1_0h
-1.6830565819518304,5.3480017657111,-7.90440463636177,6.101680227960673e-8,1.2991825587821224e-5,8.444587153352158,MGG_01000T0,downreg_in_guy11,guy11_vs_Dbip1_0h
-2.7046311195319106,5.153079126370629,-7.890565296865615,6.283833416116675e-8,1.2991825587821224e-5,8.419127728032418,MGG_01996T1,downreg_in_guy11,guy11_vs_Dbip1_0h
-1.930779193401846,4.831506946633807,-7.893197055294538,6.248768084474172e-8,1.2991825587821224e-5,8.407400839440886,MGG_03458T0,downreg_in_guy11,guy11_vs_Dbip1_0h
-1.2318177579818652,6.341405452953546,-7.891477043642626,6.271662499190637e-8,1.2991825587821224e-5,8.407092439695433,MGG_06342T0,downreg_in_guy11,guy11_vs_Dbip1_0h
-2.248507933491039,4.110647518669538,-7.881214676170083,6.410067523842323e-8,1.3035555349715412e-5,8.377476305029479,MGG_05963T0,downreg_in_guy11,guy11_vs_Dbip1_0h
1.5863855580559516,5.086097831674005,7.851761906950315,6.825017330378066e-8,1.3655538706990307e-5,8.339139085371214,MGG_04487T0,upreg_in_guy11,guy11_vs_Dbip1_0h
3.257857948222329,2.522081761885681,8.014896058538561,4.8289501872253764e-8,1.1519832129332844e-5,8.30920453853142,MGG_03575T0,upreg_in_guy11,guy11_vs_Dbip1_0h
-2.2415937585838286,5.345439012437277,-7.835190842698506,7.07054111462122e-8,1.3704697269824412e-5,8.30480052201001,MGG_03302T0,downreg_in_guy11,guy11_vs_Dbip1_0h
-2.338746998379638,5.849968184362111,-7.83858592371123,7.019507945688275e-8,1.3704697269824412e-5,8.304033652062579,MGG_04995T0,downreg_in_guy11,guy11_vs_Dbip1_0h
-1.953599602165581,5.553302156072282,-7.822011080916272,7.272299445083802e-8,1.3878903787117626e-5,8.269858883448292,MGG_05260T0,downreg_in_guy11,guy11_vs_Dbip1_0h
-1.83559931651632,5.3231298072936,-7.803429744160781,7.566862754341294e-8,1.4222262495091476e-5,8.239337605288629,MGG_14748T0,downreg_in_guy11,guy11_vs_Dbip1_0h
-1.5305353396922283,5.305719619301744,-7.75186371470453,8.450374000063715e-8,1.5461494244666915e-5,8.129617497507233,MGG_06481T0,downreg_in_guy11,guy11_vs_Dbip1_0h
-1.4414234174517633,5.242209728965304,-7.75048150741206,8.475466413844017e-8,1.5461494244666915e-5,8.129316517785675,MGG_00896T0,downreg_in_guy11,guy11_vs_Dbip1_0h
-1.9103948952065088,4.372247313069313,-7.671477371483157,1.004497747569605e-7,1.805912254869703e-5,7.962803268579915,MGG_06381T0,downreg_in_guy11,guy11_vs_Dbip1_0h
-1.6564700473654357,4.758195983274345,-7.622968834083103,1.1154052851194333e-7,1.976657508843796e-5,7.856252411996159,MGG_07524T0,downreg_in_guy11,guy11_vs_Dbip1_0h
-1.963713198506225,5.053639837692252,-7.581774691131787,1.2194536523747598e-7,2.113478222400619e-5,7.775761300763907,MGG_03597T0,downreg_in_guy11,guy11_vs_Dbip1_0h
2.729298790033996,5.613384535973949,7.579046963264356,1.226686271768195e-7,2.113478222400619e-5,7.767150042239305,MGG_14232T0,upreg_in_guy11,guy11_vs_Dbip1_0h
-1.964737987350306,4.706911019942638,-7.542758698800854,1.3272129021501228e-7,2.158498764520648e-5,7.69440528278763,MGG_09254T0,downreg_in_guy11,guy11_vs_Dbip1_0h
-1.5720082247715157,7.325955611664227,-7.555197322833427,1.291834109885724e-7,2.158498764520648e-5,7.694278526322011,MGG_01615T0,downreg_in_guy11,guy11_vs_Dbip1_0h
-2.6743603211938813,6.120736880126462,-7.547818951259448,1.3127014859103965e-7,2.158498764520648e-5,7.684894928902712,MGG_13385T0,downreg_in_guy11,guy11_vs_Dbip1_0h
-2.284178302767314,5.095612830772973,-7.538409203318691,1.3398178546399832e-7,2.158498764520648e-5,7.676646305173385,MGG_13803T0,downreg_in_guy11,guy11_vs_Dbip1_0h
-1.387275906309517,8.823186467737317,-7.54028690630023,1.3343611902470058e-7,2.158498764520648e-5,7.6695998924333395,MGG_06396T0,downreg_in_guy11,guy11_vs_Dbip1_0h
-1.5604125229224284,5.065761210013368,-7.514533348484227,1.4112368797124592e-7,2.2159991763079826e-5,7.632699504969024,MGG_05322T0,downreg_in_guy11,guy11_vs_Dbip1_0h
2.0941314174581844,6.963602923590021,7.52208775939945,1.3882258531546432e-7,2.207813039536327e-5,7.62692423747184,MGG_07195T0,upreg_in_guy11,guy11_vs_Dbip1_0h
-1.422873272945842,7.190804797611342,-7.500654076607597,1.4545412326265692e-7,2.2554479988415734e-5,7.576767789371172,MGG_09124T0,downreg_in_guy11,guy11_vs_Dbip1_0h
2.4404171928271774,5.345072088711023,7.473257528685925,1.544075847215059e-7,2.3607680525316704e-5,7.534771900064318,MGG_17439T0,upreg_in_guy11,guy11_vs_Dbip1_0h
-2.075962932793434,6.567997228350865,-7.461056592402423,1.585754744644927e-7,2.3607680525316704e-5,7.504324257649885,MGG_07338T1,downreg_in_guy11,guy11_vs_Dbip1_0h
2.1259979854009377,7.3062750781525425,7.457366876946188,1.5985853801907324e-7,2.3607680525316704e-5,7.489608664209207,MGG_11611T0,upreg_in_guy11,guy11_vs_Dbip1_0h
-1.1957805289678447,6.296787652588455,-7.4600059179062015,1.5893975489650253e-7,2.3607680525316704e-5,7.489314516399222,MGG_06904T0,downreg_in_guy11,guy11_vs_Dbip1_0h
-2.1700436848928293,8.96195714059276,-7.444994018989941,1.642395111115163e-7,2.3969307474568935e-5,7.460076562845366,MGG_15038T0,downreg_in_guy11,guy11_vs_Dbip1_0h
-1.920309699633406,4.587204214404804,-7.41626367914666,1.7489474146405589e-7,2.466486882604221e-5,7.426962839758047,MGG_04470T0,downreg_in_guy11,guy11_vs_Dbip1_0h
-1.5197745272434364,5.5169711542756925,-7.421044316253559,1.7307365386133009e-7,2.466486882604221e-5,7.423270790646093,MGG_16744T0,downreg_in_guy11,guy11_vs_Dbip1_0h
-1.759082617298314,5.9120035553623795,-7.410906793825512,1.7695875256088326e-7,2.466486882604221e-5,7.405867747575185,MGG_10426T0,downreg_in_guy11,guy11_vs_Dbip1_0h
-1.6052252666337443,7.5007047278568,-7.413613252026256,1.7591284222225817e-7,2.466486882604221e-5,7.396203281022207,MGG_02438T0,downreg_in_guy11,guy11_vs_Dbip1_0h
-1.347184856400628,7.918892356035484,-7.39537254876162,1.8308681975385692e-7,2.523546665607328e-5,7.354773256818533,MGG_03699T0,downreg_in_guy11,guy11_vs_Dbip1_0h
-1.778630303701073,8.389687861384774,-7.374987788739977,1.914607688497483e-7,2.609967953385854e-5,7.317193276400957,MGG_16901T0,downreg_in_guy11,guy11_vs_Dbip1_0h
-1.4161952929820751,6.817387776970885,-7.362546827650802,1.9676388315747595e-7,2.6531043158353136e-5,7.283222836061448,MGG_02896T0,downreg_in_guy11,guy11_vs_Dbip1_0h
-1.2324171510008473,9.830493189104685,-7.339049224104982,2.0719562188295305e-7,2.7637222467290662e-5,7.242099249862241,MGG_16341T0,downreg_in_guy11,guy11_vs_Dbip1_0h
1.8878108503447584,2.5653572441091135,7.318320706094443,2.1686938737055765e-7,2.861983776948689e-5,7.219811944365533,MGG_02977T0,upreg_in_guy11,guy11_vs_Dbip1_0h
-1.4680224750703932,5.899841869155152,-7.309513965466206,2.211187091347987e-7,2.887344828228608e-5,7.173569604851889,MGG_11063T0,downreg_in_guy11,guy11_vs_Dbip1_0h
-2.696717243470289,4.124276861551788,-7.286414386958056,2.326755907358948e-7,3.0066048990403907e-5,7.102436290295351,MGG_01682T0,downreg_in_guy11,guy11_vs_Dbip1_0h
0.9873865727998375,6.1264522917735675,7.2669640251911165,2.4288718765319564e-7,3.106201611173085e-5,7.084387441719024,MGG_03523T0,Not_DEG,guy11_vs_Dbip1_0h
-2.3382437157948663,6.854353621316323,-7.235092722140166,2.606258724250726e-7,3.299044844319414e-5,7.015408800466712,MGG_14133T0,downreg_in_guy11,guy11_vs_Dbip1_0h
-1.4624434424537416,6.132084645857515,-7.208285679238315,2.76573886966117e-7,3.396929770113545e-5,6.96199464355272,MGG_15576T0,downreg_in_guy11,guy11_vs_Dbip1_0h
-1.927116245058409,7.003486175305683,-7.210634875387673,2.7513709106403473e-7,3.396929770113545e-5,6.950739302788758,MGG_09505T0,downreg_in_guy11,guy11_vs_Dbip1_0h
-1.8205188768263252,7.003134025209368,-7.20121217905456,2.809468225734259e-7,3.416809151003283e-5,6.933404609453717,MGG_05061T0,downreg_in_guy11,guy11_vs_Dbip1_0h
-1.3067391660275245,5.816762439884236,-7.170695493024133,3.0064190027793796e-7,3.620837643638661e-5,6.886861595281681,MGG_03192T0,downreg_in_guy11,guy11_vs_Dbip1_0h
-2.052213150683747,5.0919845729820175,-7.143245665460853,3.19567859886694e-7,3.739848398013621e-5,6.846123289632021,MGG_03549T0,downreg_in_guy11,guy11_vs_Dbip1_0h
1.8875073988555409,6.942721925163844,7.159596123912752,3.081521018777698e-7,3.675602715186283e-5,6.844375156969704,MGG_08810T0,upreg_in_guy11,guy11_vs_Dbip1_0h
-2.177059268838042,4.2301318541356,-7.134748655106249,3.2567093046802045e-7,3.740692493014624e-5,6.820636366430125,MGG_06434T0,downreg_in_guy11,guy11_vs_Dbip1_0h
-1.7532500369258042,5.646543495225246,-7.144733162486694,3.185115836934321e-7,3.739848398013621e-5,6.814088319322142,MGG_01123T0,downreg_in_guy11,guy11_vs_Dbip1_0h
-1.6733357497139068,5.2254214463840505,-7.137149936677797,3.23934153188695e-7,3.740692493014624e-5,6.790705152850082,MGG_05078T0,downreg_in_guy11,guy11_vs_Dbip1_0h
-1.6959424157951215,4.298467246945017,-7.111466857235932,3.4301380783724706e-7,3.833411068667612e-5,6.778706748372519,MGG_01315T0,downreg_in_guy11,guy11_vs_Dbip1_0h
-1.87504377190396,5.661954540476784,-7.12402209352892,3.335466277182606e-7,3.796005428298185e-5,6.774125407380816,MGG_01572T0,downreg_in_guy11,guy11_vs_Dbip1_0h
-2.105948693682273,4.887361153411472,-7.104340935931364,3.485093041596307e-7,3.8600517125894816e-5,6.753862974509827,MGG_07737T0,downreg_in_guy11,guy11_vs_Dbip1_0h
-2.1131212112135582,7.559962497508344,-7.116105225404433,3.3948456603434577e-7,3.8284600378691445e-5,6.748578200540255,MGG_01260T0,downreg_in_guy11,guy11_vs_Dbip1_0h
2.108173488617301,5.147877115353468,7.061040927679528,3.839020374041544e-7,4.1774603280688904e-5,6.667234223661186,MGG_08560T1,upreg_in_guy11,guy11_vs_Dbip1_0h
-1.466518887413005,5.452329570486126,-7.07015760331013,3.761554396666067e-7,4.1293878133312e-5,6.659557778315337,MGG_06049T0,downreg_in_guy11,guy11_vs_Dbip1_0h
-2.0748271784581203,5.021489039905011,-7.052871352929731,3.90982906203481e-7,4.1903039580679495e-5,6.642891743488963,MGG_06242T0,downreg_in_guy11,guy11_vs_Dbip1_0h
-1.6499165450875668,3.807976763209624,-7.048059493142692,3.952160927802903e-7,4.1903039580679495e-5,6.642225151746956,MGG_07529T0,downreg_in_guy11,guy11_vs_Dbip1_0h
-1.77700466597713,5.375810329414667,-7.0496224551918045,3.938359599947715e-7,4.1903039580679495e-5,6.620247161717393,MGG_05926T0,downreg_in_guy11,guy11_vs_Dbip1_0h
-1.9062500016107764,7.1654793265099395,-7.033657244612712,4.081695481093251e-7,4.290968851098456e-5,6.563294925454846,MGG_01719T0,downreg_in_guy11,guy11_vs_Dbip1_0h
-1.8019236347793088,7.256931483699642,-7.004937318743254,4.353166722448315e-7,4.537901948905155e-5,6.497369770768456,MGG_07077T0,downreg_in_guy11,guy11_vs_Dbip1_0h
1.2914672682849142,7.470352784625918,7.001155702363719,4.390267091291754e-7,4.538438605622851e-5,6.48640950340126,MGG_12174T0,upreg_in_guy11,guy11_vs_Dbip1_0h
-1.7168955457726565,6.774049107161205,-6.979584431329707,4.60818766622836e-7,4.7243444627737855e-5,6.448429643465609,MGG_04433T0,downreg_in_guy11,guy11_vs_Dbip1_0h
-2.4667383501776396,3.921519376289208,-6.965053796560617,4.761208010859041e-7,4.801852469488325e-5,6.447433063358652,MGG_11360T0,downreg_in_guy11,guy11_vs_Dbip1_0h
-2.259545993734613,5.660380252744551,-6.958028194823951,4.837053210273113e-7,4.839003634954675e-5,6.420904102787083,MGG_00912T0,downreg_in_guy11,guy11_vs_Dbip1_0h
-2.031342275791456,3.5396757514871293,-6.939827150553774,5.039360052074238e-7,4.9394659349058345e-5,6.405446910274731,MGG_00985T0,downreg_in_guy11,guy11_vs_Dbip1_0h
1.3052169914417266,6.159546299704315,6.936067509713336,5.082218984741849e-7,4.9394659349058345e-5,6.348556608943836,MGG_00814T0,upreg_in_guy11,guy11_vs_Dbip1_0h
-1.142701310052109,8.486523567133085,-6.931412629970982,5.13580176820741e-7,4.9394659349058345e-5,6.34439390662177,MGG_04400T0,downreg_in_guy11,guy11_vs_Dbip1_0h
-1.324234262786197,7.502461149339694,-6.936584092816567,5.076307990166644e-7,4.9394659349058345e-5,6.344222261899574,MGG_09917T0,downreg_in_guy11,guy11_vs_Dbip1_0h
1.6404995862865084,6.380458173516462,6.927465905744311,5.181686569903377e-7,4.9394659349058345e-5,6.328860788603039,MGG_00857T0,upreg_in_guy11,guy11_vs_Dbip1_0h
-1.650756483680385,7.019719324171091,-6.927145836742444,5.185426085907396e-7,4.9394659349058345e-5,6.326603075564499,MGG_01012T0,downreg_in_guy11,guy11_vs_Dbip1_0h
-1.64787463978839,6.541440450508439,-6.924520526240854,5.216203445970692e-7,4.9394659349058345e-5,6.318143859712878,MGG_07136T0,downreg_in_guy11,guy11_vs_Dbip1_0h
-1.5556715033545103,5.712395320125872,-6.909490723216416,5.396044498561219e-7,5.0710554548978726e-5,6.297935343732389,MGG_06984T0,downreg_in_guy11,guy11_vs_Dbip1_0h
-1.7249517787144812,5.949145163693841,-6.870756459047471,5.889414710550061e-7,5.493096953712293e-5,6.203552958777054,MGG_06522T0,downreg_in_guy11,guy11_vs_Dbip1_0h
1.3708793762447211,7.190620915387471,6.863000701478462,5.993634408396238e-7,5.548584689265323e-5,6.182420130324584,MGG_05438T0,upreg_in_guy11,guy11_vs_Dbip1_0h
-1.3567575326362569,6.376361199735067,-6.847996732644986,6.20065313057052e-7,5.697711265535355e-5,6.163353865284291,MGG_06016T0,downreg_in_guy11,guy11_vs_Dbip1_0h
2.031158410521265,8.235928381352554,6.8397038697532935,6.318205470145879e-7,5.763039621849974e-5,6.138319360467756,MGG_07177T0,upreg_in_guy11,guy11_vs_Dbip1_0h
-2.0548107323904965,4.173398437997811,-6.809201608097355,6.770590891663582e-7,5.9566794334104066e-5,6.124419402068816,MGG_07449T0,downreg_in_guy11,guy11_vs_Dbip1_0h
-1.6726550092087002,5.357288946875207,-6.825998049597626,6.517518135934562e-7,5.858682063497699e-5,6.115049158908294,MGG_01292T0,downreg_in_guy11,guy11_vs_Dbip1_0h
1.7042593485936202,6.22536057581048,6.82613716565885,6.515463042787219e-7,5.858682063497699e-5,6.114917361115301,MGG_08104T0,upreg_in_guy11,guy11_vs_Dbip1_0h
-1.4484135466441224,6.049128879401382,-6.817191067972552,6.648980918051645e-7,5.903068172624959e-5,6.0949599184162615,MGG_05303T0,downreg_in_guy11,guy11_vs_Dbip1_0h
-1.0520956561630417,6.554601318741498,-6.816324116128448,6.6620680706771e-7,5.903068172624959e-5,6.076330328768799,MGG_00109T0,downreg_in_guy11,guy11_vs_Dbip1_0h
-1.595225549370082,4.879584587234692,-6.796505198396053,6.96855565256024e-7,6.045100200699984e-5,6.076275279260686,MGG_17060T0,downreg_in_guy11,guy11_vs_Dbip1_0h
-1.4031374433446555,4.200303675389447,-6.781915727204958,7.203377361772646e-7,6.205409456443727e-5,6.06215153733552,MGG_15582T0,downreg_in_guy11,guy11_vs_Dbip1_0h
-1.2363941797752158,6.5839812837481695,-6.805837856295763,6.822471212725029e-7,5.9600531967502816e-5,6.051228692327253,MGG_02505T0,downreg_in_guy11,guy11_vs_Dbip1_0h
1.9161258471900735,4.95050998031332,6.768530993125314,7.42593847922171e-7,6.309504577722282e-5,6.005226969929399,MGG_08809T0,upreg_in_guy11,guy11_vs_Dbip1_0h
-0.8904293499914999,7.858232657971497,-6.778364791253557,7.261747727708556e-7,6.212550383601698e-5,5.99169806091844,MGG_05264T0,Not_DEG,guy11_vs_Dbip1_0h
1.9294407481468785,6.58934958572181,6.756168135640037,7.63776630132269e-7,6.445339521626392e-5,5.94271291576357,MGG_13107T0,upreg_in_guy11,guy11_vs_Dbip1_0h
-1.673559138993971,5.210884002127661,-6.725563729252868,8.189189991808495e-7,6.817912875730496e-5,5.933975709257725,MGG_04189T0,downreg_in_guy11,guy11_vs_Dbip1_0h
-1.3467573833737427,8.046072204061701,-6.7349015812248245,8.016748836206078e-7,6.719443872509217e-5,5.898694253397535,MGG_04714T0,downreg_in_guy11,guy11_vs_Dbip1_0h
-1.6872649283605172,7.05149176005816,-6.694466067559702,8.791359927692113e-7,7.270454660201377e-5,5.804294289829814,MGG_06026T0,downreg_in_guy11,guy11_vs_Dbip1_0h
-1.645415822504252,5.340155133055635,-6.684912534662898,8.985317039815865e-7,7.34666368673186e-5,5.804064491762071,MGG_02460T0,downreg_in_guy11,guy11_vs_Dbip1_0h
-1.6261705365695738,5.630465006784256,-6.684102732337063,9.001957923282891e-7,7.34666368673186e-5,5.795571290876502,MGG_06346T0,downreg_in_guy11,guy11_vs_Dbip1_0h
1.1584480396920114,9.971155241293252,6.650202418706943,9.727664041832028e-7,7.835822885644565e-5,5.727414997240297,MGG_01607T0,upreg_in_guy11,guy11_vs_Dbip1_0h
