target_id Guy11_0h Guy11_4h Guy11_24h Dbip1_0h Dbip1_4h Dbip1_24h Dmst12_0h Dmst12_4h Dmst12_24h
MGG_02859T0 1046.3333333333333 1865 1237.6666666666667 3847.3333333333335 3560.6666666666665 1034 2514.6666666666665 4604 1771.3333333333333
MGG_05325T0 937.326 1885.96 874.516 2459.4833333333336 2833.06 1008.156 1492.3933333333334 2849.1233333333334 1202.92
MGG_03146T0 1759.3333333333333 2623 1036.3333333333333 3225.6666666666665 2999 1311.3333333333333 2528.3333333333335 3682.3333333333335 1664.3333333333333
MGG_10371T0 390.6666666666667 733.3333333333334 356.3333333333333 890 888 502.3333333333333 686.6666666666666 976.3333333333334 524.6666666666666
MGG_04195T0 1325.4466666666667 2095.73 1182.71 3011.95 2762.63 1285.4633333333334 2241.1233333333334 3109.09 1471.506666666667
MGG_06159T0 540.6666666666666 3382 396.6666666666667 3065 5021.333333333333 394 3878.6666666666665 4184 760
MGG_09864T0 911.3333333333334 1962 868 2870.3333333333335 3207 712.3333333333334 3237.6666666666665 3343 531.6666666666666
MGG_07066T0 490.6666666666667 844.3333333333334 245.33333333333337 1059 1120 440 1125 1061.6666666666667 513.6563333333334
MGG_06191T0 3190.6666666666665 5406.666666666667 2412.6666666666665 7311.333333333333 7407.333333333333 3382.6666666666665 6259.666666666667 7587 2639.6666666666665
MGG_06361T0 2920.6666666666665 4959 1960.6666666666667 6339.333333333333 6505.666666666667 2546.6666666666665 5524.666666666667 6220.666666666667 2597.6666666666665
MGG_05650T0 1480.6666666666667 2430 906 3180 3096.3333333333335 1276 2802 3394 1376.3333333333333
MGG_08826T0 568.3366666666667 783.7623333333333 618.3116666666666 1479.2796666666668 1446.1566666666663 459.9633333333333 1533.5663333333334 1342.27 765.7443333333333
MGG_06317T0 1133.6666666666667 2167.6666666666665 1128 3322.6666666666665 2687 1330.6666666666667 3188 2749 1319.3333333333333
MGG_09170T0 4024.6666666666665 6341.333333333333 4242.666666666667 9081.333333333334 8428.666666666666 4024 8664 8784 4974
MGG_11491T0 2266 3230.6666666666665 2209.6666666666665 4714.333333333333 4503.333333333333 2795.6666666666665 4703.666666666667 4448.333333333333 2869
MGG_06276T0 2064.3333333333335 4544 2320.6666666666665 5953.666666666667 7267.666666666667 3640 6048 7600.666666666667 3811.3333333333335
MGG_05609T0 528 894.3333333333334 572.3333333333334 1154 1153 690 1058.3333333333333 1058 665.6666666666666
MGG_08092T0 1467.3333333333333 3345.6666666666665 2084.3333333333335 4506.666666666667 4401 2365 4346.666666666667 4862.666666666667 2653.3333333333335
MGG_03991T0 454.3333333333333 1103.6666666666667 595.3333333333334 1497.3333333333333 1397.3333333333333 790 1220 1564.3333333333333 743
MGG_06426T0 1053.6666666666667 2088 1463 2941 2928 1677.6666666666667 2498 2875.3333333333335 1565
MGG_12922T0 895 1527.6666666666667 1207.6666666666667 1862.6666666666667 1751 1428.3333333333333 2065.3333333333335 1918.3333333333333 1154.4133333333334
