ProtID	GO_ID
MGG_07053	GO:0005524, GO:0008150, GO:0005575, GO:0016887, GO:0000166
MGG_07054	GO:0016021, GO:0016020
MGG_07055	GO:0003674, GO:0008150, GO:0005575
MGG_07056	GO:0005737, GO:0006810, GO:0006888, GO:0005622, GO:0005794, GO:0048193
MGG_07057	GO:0003677
MGG_07058	GO:0046872, GO:0003677, GO:0005634, GO:0008152, GO:0003824, GO:0008150, GO:0005575, GO:0033699, GO:0006281, GO:0090305, GO:0006139
MGG_07059	GO:0003676, GO:0005524, GO:0004386, GO:0008026, GO:0000166, GO:0016787, GO:0005575, GO:0005515, GO:1990904
MGG_07061	GO:0003677, GO:0000723, GO:0000784, GO:0000781, GO:0043047, GO:0005634
MGG_07062	GO:0016021, GO:0055085, GO:0022857, GO:0016020
MGG_07063	GO:0008270, GO:0005634, GO:0006355, GO:0003700, GO:0000981, GO:0006357
MGG_07065	GO:0005634, GO:0000079
MGG_07066	GO:0016021, GO:0005509, GO:0005743, GO:0006810, GO:0055085, GO:0016020, GO:0005347, GO:0005739
MGG_07067	GO:0050660, GO:0003824, GO:0016491, GO:0055114, GO:0016614, GO:0008762, GO:0003674, GO:0005575, GO:0071949, GO:1901360
MGG_07068	GO:0016021, GO:0005575, GO:0016020
MGG_07074	GO:0030170, GO:0003824, GO:0004121, GO:0006520, GO:0071266, GO:0016829, GO:0003674, GO:0005575, GO:0019346
MGG_07075	GO:0016021, GO:0005524, GO:0000166, GO:0016887, GO:0017111, GO:0008150, GO:0016020, GO:0140567, GO:0006626, GO:0034214, GO:0140570, GO:0005739, GO:0005741, GO:0005778
MGG_07076	GO:0000166, GO:0008152, GO:0016491, GO:0055114, GO:0044249, GO:1901576
MGG_07077	GO:0016021, GO:0005524, GO:0016787, GO:0008150, GO:0005575, GO:0016020, GO:0000166, GO:0005794, GO:0017110
MGG_07078	GO:0003674
MGG_07079	GO:0016787, GO:0005575
MGG_07080	GO:0006351, GO:0005665, GO:0005666, GO:0005575, GO:0001172, GO:0005736, GO:0005634, GO:0043229, GO:0001054, GO:0001055, GO:0001056, GO:0003968, GO:0006360, GO:0006361, GO:0006362, GO:0006363, GO:0006366, GO:0006367, GO:0006368, GO:0006383, GO:0006384, GO:0006386, GO:0042790, GO:0042797
MGG_07081	GO:0005737, GO:0005634, GO:0006357, GO:0002098, GO:0033588, GO:0008150, GO:0005575
MGG_07082	GO:0003676, GO:0004519, GO:0006388, GO:0000213, GO:0016829, GO:0004518, GO:0090501, GO:0090502, GO:0000214, GO:0000379, GO:0005634, GO:0090305, GO:0008033
MGG_07083	GO:0016021, GO:0016020
MGG_07084	GO:0006364, GO:0005575, GO:0000176
MGG_07085	GO:0003676, GO:0003723, GO:0000166, GO:0030529, GO:0000398, GO:0017069, GO:0008150, GO:0005575, GO:0005685, GO:1990904
MGG_07086	GO:0042626, GO:0046961, GO:0015991, GO:0016471, GO:0007035, GO:0006811, GO:1902600, GO:0000221, GO:0016020, GO:0033176
MGG_07087	GO:0008380, GO:0006397, GO:0005681, GO:0005515, GO:0000398, GO:0006396, GO:0005634, GO:0000974, GO:0071014
MGG_07088	GO:0003674, GO:0008150, GO:0005575
MGG_07089	GO:0006396, GO:0003723, GO:0016740, GO:0016779, GO:0001680
MGG_07091	GO:0016020, GO:0042578, GO:0008150, GO:0036092, GO:0043813, GO:0046856, GO:0016791, GO:0000329, GO:0019898, GO:0034399, GO:0070772
MGG_07097	GO:0016021, GO:0008152, GO:0030170, GO:0030151, GO:0003824, GO:0008150, GO:0005575, GO:0016020
MGG_07098	GO:0005524, GO:0005634, GO:0000166, GO:0006310, GO:0006281, GO:0005694, GO:0051276, GO:0030261, GO:0007062, GO:0051301, GO:0005515, GO:0016887, GO:0007059, GO:0000278
MGG_07099	GO:0003676, GO:0005524, GO:0004386, GO:0008026, GO:0000166, GO:0016787, GO:0008150, GO:0005575
MGG_07100	GO:0003674, GO:0008150, GO:0005575
MGG_07101	GO:0003824, GO:0016052, GO:0008496, GO:0005975, GO:0016787, GO:0016798, GO:0008152
MGG_07109	GO:0005852, GO:0003676, GO:0005737, GO:0003743, GO:0003723, GO:0016282, GO:0071540, GO:0071541
MGG_07110	GO:0004608, GO:0006644
MGG_07115	GO:0005681, GO:0000398, GO:0007067, GO:0003674, GO:0046540, GO:0005682, GO:0005634, GO:0006397, GO:0008380
MGG_07116	GO:0000902
MGG_07117	GO:0005789, GO:0016021, GO:0005783, GO:0005886, GO:0005741, GO:0005506, GO:0050660, GO:0016020, GO:0016491, GO:0055114, GO:0003958, GO:0050661, GO:0010181, GO:0005575, GO:0004128, GO:0006696, GO:0005737, GO:0005739, GO:0006629, GO:0022900, GO:0006694, GO:0008202, GO:0016126
MGG_07118	GO:0003676, GO:0003723, GO:0000166
MGG_07119	GO:0005524, GO:0005634, GO:0004674, GO:0003824, GO:0006468, GO:0016772, GO:0016301, GO:0016310, GO:0008150, GO:0005575, GO:0046830, GO:0005829, GO:0000462, GO:0004672, GO:0000166, GO:0016740
MGG_07120	GO:0030234, GO:0000502, GO:0042176, GO:0050790, GO:0008540, GO:0030674, GO:0043161, GO:0005634, GO:0005838, GO:0034399, GO:0034515, GO:1905754
MGG_07121	GO:0005524, GO:0005634, GO:0030983, GO:0006298, GO:0016887, GO:0032300, GO:0140664, GO:0006974, GO:0000710
MGG_07123	GO:0006508, GO:0005524, GO:0000166, GO:0004252, GO:0017111, GO:0004176, GO:0016558, GO:0016485, GO:0008233, GO:0005575, GO:0005782, GO:0006515, GO:0030163, GO:0016887, GO:0016787, GO:0008236, GO:0005777
MGG_07124	GO:0003676, GO:0003677, GO:0005634, GO:0006310, GO:0006281, GO:0006260, GO:0008150, GO:0005575
MGG_07125	GO:0016787, GO:0016853, GO:0050992, GO:0004452, GO:0008299, GO:0005575, GO:0006629
MGG_07126	GO:0003674, GO:0008150
MGG_07127	GO:0016021, GO:0016020
MGG_07128	GO:0016021, GO:0005774, GO:0016020
MGG_07129	GO:0005737, GO:0005815, GO:0005874, GO:0000922, GO:0000226, GO:0007020, GO:0003674, GO:0043015, GO:0005816, GO:0005856, GO:0000930, GO:0031122, GO:0071963, GO:0090307, GO:0098863, GO:1990734, GO:0000923, GO:0031021, GO:0035974, GO:0044732, GO:0061496, GO:0061497, GO:0071957
MGG_07130	GO:0005737, GO:0006508, GO:0005634, GO:0006511, GO:0016787, GO:0043161, GO:0019773, GO:0004175, GO:0008233, GO:0051603, GO:0000502, GO:0005839, GO:0004298, GO:0010499, GO:0034515
MGG_07131	GO:0008270, GO:0005634, GO:0006355, GO:0003700, GO:0000981, GO:0045944
MGG_07132	GO:0005730, GO:0006364, GO:0032259, GO:0008168, GO:0008150, GO:0005575, GO:0005634, GO:0016740
MGG_07134	GO:0016740, GO:0008080, GO:0008150, GO:0005575, GO:0016407
MGG_07135	GO:0016740, GO:0006221, GO:0009116, GO:0016757, GO:0004588, GO:0044205
MGG_07136	GO:0005737, GO:0005730, GO:0000166, GO:0006364, GO:0005525, GO:0008150, GO:0005575, GO:0042273, GO:1902626, GO:0030687, GO:0000054, GO:0005634, GO:0042254
MGG_07137	GO:0015031, GO:0016192, GO:0007264, GO:0005096, GO:0005093, GO:0005092
MGG_07141	GO:0005737, GO:0005815, GO:0005874, GO:0000922, GO:0000226, GO:0007020, GO:0003674, GO:0043015, GO:0005816, GO:0005856, GO:0000930
MGG_07142	GO:0005634, GO:0006355, GO:0043189, GO:0003674
MGG_07143	GO:0005737, GO:0005874, GO:0051301, GO:0003674, GO:0072686, GO:0008608, GO:0042729, GO:0005634, GO:0005856, GO:0007049, GO:0005694, GO:0007059, GO:0005819, GO:0000775, GO:0000776
MGG_07144	GO:0003674, GO:0005575
MGG_07145	GO:0006511, GO:0031461, GO:0043224, GO:0031146, GO:0031625, GO:0019005, GO:0003688, GO:0004842, GO:0030674, GO:0061630, GO:0000082, GO:0000086, GO:0010828, GO:0030466, GO:0044265
MGG_07146	GO:0016021, GO:0005975, GO:0008152, GO:0016787, GO:0003824, GO:0030246, GO:0016020
MGG_07147	GO:0046872, GO:0003676, GO:0008270, GO:0006397, GO:0003723, GO:0000166, GO:0008150, GO:0005575, GO:0005634
MGG_07148	GO:0046872, GO:0005524, GO:0000287, GO:0004749, GO:0016301, GO:0009116, GO:0009165, GO:0016310, GO:0009156, GO:0005575, GO:0044249, GO:0016740, GO:0006015, GO:0031505, GO:0002189
MGG_07149	GO:0008270, GO:0005634, GO:0000981, GO:0006355, GO:0006357
MGG_07150	GO:0015031, GO:0006887, GO:0006893, GO:0000145, GO:0008150, GO:0005575
MGG_07151	GO:0005524, GO:0005774, GO:0005886, GO:0016301, GO:0016773, GO:0016310, GO:0004430, GO:0005768, GO:0016020, GO:0000166, GO:0016740, GO:0046854
MGG_07153	GO:0016021, GO:0003674, GO:0008150, GO:0005575, GO:0016020
MGG_07154	GO:0005739, GO:0016884
MGG_07155	GO:0046872, GO:0003676, GO:0008270, GO:0005524, GO:0003677, GO:0004386, GO:0005634, GO:0016787, GO:0016818, GO:0140658, GO:0000166, GO:0006338
MGG_07156	GO:0005524, GO:0000166, GO:0140662, GO:0006457
MGG_07157	GO:0016021, GO:0006810, GO:0055085, GO:0008643, GO:0016020, GO:0005215, GO:0022891, GO:0022857
MGG_07161	GO:0005524, GO:0004672, GO:0005759, GO:0007165, GO:0016772, GO:0004673, GO:0016301, GO:0000155, GO:0016310, GO:0000160, GO:0000166, GO:0016740, GO:0005739
MGG_07162	GO:0030170, GO:0003824, GO:0016829, GO:0019752, GO:0016831, GO:0005575, GO:0016830, GO:0008117, GO:0042802, GO:0006665, GO:0009267, GO:0019722, GO:0032541, GO:0097038
MGG_07165	GO:0005737, GO:0006508, GO:0005634, GO:0006511, GO:0016787, GO:0043161, GO:0019773, GO:0004175, GO:0008233, GO:0051603, GO:0000502, GO:0005839, GO:0004298, GO:0010499, GO:0034515
MGG_07170	GO:0016021, GO:0003674, GO:0008150, GO:0005575, GO:0016020
MGG_07171	GO:0003674, GO:0005575
MGG_07173	GO:0004871, GO:0000160, GO:0009927, GO:0043424, GO:0008150, GO:0005575
MGG_07174	GO:0005737, GO:0005634, GO:0002098, GO:0033588, GO:0003674, GO:0005575, GO:0008033
MGG_07175	GO:0003723, GO:0006412, GO:0003735, GO:0005840
MGG_07176	GO:0000166, GO:0005525, GO:0003924, GO:0016020, GO:0007264, GO:0005622
MGG_07178	GO:0016021, GO:0016020
MGG_07179	GO:0006508, GO:0004190, GO:0005575, GO:0016787
MGG_07180	GO:0008318, GO:0018342, GO:0005575, GO:0016740, GO:0004659
MGG_07181	GO:0030968, GO:0005789, GO:0016021, GO:0005783, GO:0006486, GO:0006890, GO:0007005, GO:0043529, GO:0071816, GO:0003674, GO:0006874, GO:0016020, GO:0045048, GO:0016043, GO:0033365, GO:0090150
MGG_07182	GO:0016021, GO:0003674, GO:0008150, GO:0005575, GO:0016020
MGG_07183	GO:0000042, GO:0008150, GO:0005575
MGG_07184	GO:0003674, GO:0008150, GO:0005575
MGG_07187	GO:0008152, GO:0005506, GO:0050660, GO:0003824, GO:0016491, GO:0006807, GO:0055114, GO:0006541, GO:0006537, GO:0016040, GO:0051536, GO:0051538, GO:0010181, GO:0097054, GO:0016639, GO:0015930, GO:0016638, GO:0046872, GO:0008652, GO:0035998
MGG_07188	GO:0031145, GO:0005680, GO:0030071, GO:0003674, GO:0008150, GO:0005575
MGG_07189	GO:0015031, GO:0030173, GO:0016020, GO:0016021, GO:0005794
MGG_07190	GO:0005789, GO:0016021, GO:0016740, GO:0016020, GO:0000030, GO:0006493, GO:0016757, GO:0097502, GO:0035269, GO:0004169, GO:0012505, GO:0005783, GO:0006486
MGG_07191	GO:0015031, GO:0000166, GO:0005525, GO:0003924, GO:0007264
MGG_07192	GO:0016021, GO:0016020, GO:0055085, GO:0022857, GO:0005886
MGG_07193	GO:0003674, GO:0008150, GO:0005515
MGG_07194	GO:0016021, GO:0003674, GO:0008150, GO:0005575, GO:0016020
MGG_07195	GO:0030170, GO:0003824, GO:0016765, GO:0006520, GO:0016829, GO:0005575, GO:0019346
MGG_07197	GO:0008152, GO:0003824, GO:0005575, GO:0004467, GO:0031956, GO:0031957, GO:0001676, GO:0006635, GO:0015910, GO:0015916, GO:0042760, GO:0005777
MGG_07198	GO:0031931, GO:0031932, GO:0031929, GO:0005515, GO:0050896
MGG_07199	GO:0003674, GO:0008150, GO:0005575
MGG_07200	GO:0046872, GO:0016021, GO:0005524, GO:0006200, GO:0000166, GO:0005886, GO:0008152, GO:0016787, GO:0016020, GO:0003824, GO:0016887, GO:0008553, GO:0015662, GO:0006812, GO:0006754, GO:0120029, GO:0005215, GO:0006811, GO:1902600
MGG_07201	GO:0016021, GO:0003677, GO:0000002, GO:0006810, GO:0016020, GO:0005371, GO:0006842, GO:0006843, GO:0015742, GO:0042645, GO:0005739, GO:0005743
MGG_07202	GO:0006099, GO:0016740, GO:0004108, GO:0006101, GO:0044262, GO:0046912
MGG_07203	GO:0003676, GO:0003723, GO:0000166, GO:0033620, GO:0099122, GO:0031124, GO:0031126, GO:0030846
MGG_07205	GO:0003677, GO:0005634, GO:0006355, GO:0003700, GO:0005507
MGG_07206	GO:0003674, GO:0008150, GO:0005575
MGG_07207	GO:0051287, GO:0000166, GO:0008152, GO:0006564, GO:0055114, GO:0016616, GO:0048037, GO:0004617, GO:0016491, GO:0008652, GO:0006520
MGG_07208	GO:0003674, GO:0008150, GO:0005575
MGG_07209	GO:0005789, GO:0016021, GO:0005783, GO:0004872, GO:0005575, GO:0016020
MGG_07210	GO:0046872, GO:0009055, GO:0020037, GO:0005506, GO:0055114, GO:0004497, GO:0016705
MGG_07212	GO:0003674, GO:0008150, GO:0005575
MGG_07213	GO:0006396, GO:0005634, GO:0000398, GO:0005622, GO:0005515, GO:0008380, GO:0045292, GO:0046540
MGG_07214	GO:0016021, GO:0009103, GO:0003674, GO:0008150, GO:0005575, GO:0016020
MGG_07215	GO:0046872, GO:0003676, GO:0008270, GO:0003677, GO:0005634, GO:0006355, GO:0006351, GO:0003700, GO:0005622, GO:0000981, GO:0006357
MGG_07216	GO:0000166, GO:0008152, GO:0016491, GO:0055114, GO:0005575, GO:0042438, GO:0044249, GO:1901576
MGG_07218	GO:0008270, GO:0005634, GO:0006355, GO:0003700, GO:0000981, GO:0045122, GO:0003677, GO:0006357
MGG_07219	GO:0008152, GO:0016740, GO:0003824, GO:0006633, GO:0004315, GO:0009058, GO:0016788, GO:0048037, GO:0031177, GO:0016746
MGG_07220	GO:0046872, GO:0016491, GO:0055114, GO:0004322, GO:0005507, GO:0033573, GO:0033215, GO:0006811
MGG_07222	GO:0003677, GO:0006260, GO:0003887, GO:0006261, GO:0008622, GO:0005634, GO:0005694, GO:0031981
MGG_07223	GO:0016021, GO:0031966, GO:0016020, GO:0005739
MGG_07224	GO:0008152, GO:0030170, GO:0003824, GO:0006520, GO:0009097, GO:0004794, GO:0006567, GO:0016829, GO:0008652, GO:0009082
MGG_07225	GO:0006412, GO:0030529, GO:0003735, GO:0005840, GO:0005622, GO:1990904
MGG_07226	GO:0005737, GO:0005634, GO:0008080, GO:0008150, GO:0005575, GO:0043998, GO:0010485, GO:0016407, GO:0016740, GO:0016746, GO:0043967, GO:0043968
MGG_07227	GO:0016021, GO:0003674, GO:0008150, GO:0005575, GO:0016020
MGG_07228	GO:0016021, GO:0055085, GO:0035673, GO:0035672, GO:0015833, GO:0016020, GO:0015031
MGG_07229	GO:0016740, GO:0004379, GO:0016746, GO:0006499, GO:0005575, GO:0005829
MGG_07230	GO:0016740, GO:0016757, GO:0003674, GO:0005575
MGG_07231	GO:0016021, GO:0016020
MGG_07233	GO:0016021, GO:0055085, GO:0008324, GO:0006812, GO:0005575, GO:0098655, GO:0016020, GO:0006811, GO:0006813
MGG_07234	GO:0016853, GO:0006457, GO:0003755, GO:0061077, GO:0000413
MGG_07238	GO:0046872, GO:0005739, GO:0006281, GO:0003887, GO:0003684, GO:0003677, GO:0006974, GO:0070987
MGG_07243	GO:0008270, GO:0005096, GO:0008060, GO:0032312, GO:0050790, GO:0005515
MGG_07245	GO:0003674, GO:0008150, GO:0005575
MGG_07246	GO:0003674, GO:0005575
MGG_07247	GO:0046872, GO:0016021, GO:0009055, GO:0020037, GO:0005506, GO:0055114, GO:0004497, GO:0016705, GO:0005575, GO:0016020, GO:0016491
MGG_07249	GO:0003824, GO:0009116
MGG_07250	GO:0003676, GO:0005524, GO:0004386, GO:0008026, GO:0016787, GO:0008150, GO:0005575, GO:0000166
MGG_07252	GO:0003676, GO:0005737, GO:0005730, GO:0000166, GO:0033620, GO:0008150, GO:0005575, GO:0016604, GO:1990251, GO:0008143, GO:0000790, GO:0005844, GO:0003723, GO:0003729, GO:0106222, GO:0033621, GO:0000785, GO:0005634, GO:0005654, GO:0140602
MGG_07253	GO:0003674, GO:0008150, GO:0005575
MGG_07255	GO:0005634, GO:0005794, GO:0035091, GO:0004842, GO:0007005, GO:0016567, GO:0016973, GO:0043130, GO:0006333, GO:0005622, GO:0016874, GO:0000151, GO:0006464, GO:0016881, GO:0061630, GO:0000209, GO:0051865, GO:0005934, GO:0006513, GO:0006808, GO:0010793, GO:0010794, GO:0010795, GO:0010796, GO:0019220, GO:0031384, GO:0032436, GO:0032443, GO:0032511, GO:0032880, GO:0032956, GO:0034517, GO:0034644, GO:0042493, GO:0043162, GO:0045723, GO:0045807, GO:0048260, GO:0070086, GO:0072671, GO:2000203, GO:2000232, GO:2000235, GO:2000238, GO:0010008, GO:0031234, GO:0045944, GO:0005515, GO:0006511, GO:0016740, GO:0006807, GO:0044238, GO:0043170, GO:0009410, GO:0043161, GO:0005737, GO:0006325, GO:1990306
MGG_07257	GO:0003674, GO:0005575
MGG_07258	GO:0003676, GO:0005634, GO:0006364, GO:0030529, GO:0003674, GO:0008150, GO:0005732, GO:0034457, GO:0005730, GO:0042254, GO:1990904
MGG_07259	GO:0016021, GO:0016020
MGG_07261	GO:0003824, GO:0055114, GO:0016702, GO:0018580, GO:0051213
MGG_07263	GO:1990663, GO:0005737, GO:0003824, GO:0055114, GO:0004152, GO:0006222, GO:0005575, GO:0044205, GO:0006221, GO:0016627, GO:0016491
MGG_07264	GO:0005975, GO:0008152, GO:0003824
MGG_07265	GO:0003674
MGG_07267	GO:0006338, GO:0031011, GO:0005634
MGG_07268	GO:0046872, GO:0051287, GO:0006099, GO:0000287, GO:0016491, GO:0055114, GO:0016616, GO:0004450, GO:0006102
MGG_07269	GO:0003676, GO:0008270, GO:0005622
MGG_07270	GO:0008152, GO:0016491, GO:0055114, GO:0016620, GO:0004030, GO:0006081
MGG_07271	GO:0005739, GO:0003735, GO:0032543
MGG_07272	GO:0004577, GO:0005975, GO:0005783, GO:0016758, GO:0030259, GO:0030246, GO:0016740, GO:0016757
MGG_07273	GO:0003674, GO:0005515, GO:0003779, GO:0030042, GO:0032466, GO:0051016, GO:1903920, GO:0005884, GO:0030479
MGG_07274	GO:0005938, GO:0005543, GO:0032065, GO:0005515
MGG_07275	GO:0016021, GO:0016020
MGG_07276	GO:0003674, GO:0008150, GO:0005575, GO:0043486, GO:0000812, GO:0006338, GO:0005634, GO:0140849
MGG_07277	GO:0005737
MGG_07280	GO:0016021, GO:0005783, GO:0102338, GO:0102337, GO:0102336, GO:0102756, GO:0003674, GO:0008150, GO:0030148, GO:0030497, GO:0042761, GO:0032511, GO:0009922, GO:0006892, GO:0016020, GO:0016740, GO:0006629, GO:0006631, GO:0006633
MGG_07283	GO:0006508, GO:0008234, GO:0008233, GO:0005575
MGG_07284	GO:0001558, GO:0031930, GO:0000139, GO:0007165, GO:0032147, GO:0031931, GO:0031932, GO:0031929, GO:0032956, GO:0010008, GO:0031234, GO:0030295, GO:0031505, GO:0030950, GO:0005515, GO:0050896, GO:0034399
MGG_07285	GO:0005524, GO:0004672, GO:0006468, GO:0016772, GO:0016301, GO:0016310
MGG_07286	GO:0003674, GO:0008150, GO:0005575
MGG_07287	GO:0016021, GO:0008152, GO:0009395, GO:0102545, GO:0004620, GO:0005575, GO:0004622, GO:0016020, GO:0016787, GO:0006629, GO:0016042
MGG_07288	GO:0005575, GO:0005515
MGG_07289	GO:0005978, GO:0004373, GO:0005575, GO:0016740, GO:0016757
MGG_07290	GO:0003674, GO:0008150, GO:0005575
MGG_07291	GO:0005524, GO:0004672, GO:0000166, GO:0004674, GO:0006468, GO:0016772, GO:0016301, GO:0016310, GO:0051094
MGG_07292	GO:0003674, GO:0008150, GO:0005575
MGG_07293	GO:0008152, GO:0016740, GO:0005575
MGG_07294	GO:0005576, GO:0052689, GO:0016787, GO:0000272, GO:0005975, GO:0045493
MGG_07295	GO:0051082, GO:0006457, GO:0031072
MGG_07296	GO:0016021, GO:0055085, GO:0022857, GO:0016020
MGG_07297	GO:0015031, GO:0006914, GO:0008641, GO:0000407, GO:0005575, GO:0005737, GO:0036211
MGG_07298	GO:0008270, GO:0008152, GO:0016787, GO:0003824, GO:0046872, GO:0006139, GO:0019239, GO:0016814, GO:0004132, GO:0006226, GO:0006231
MGG_07300	GO:0005576
MGG_07301	GO:0046872, GO:0051287, GO:0051537, GO:0016491, GO:0055114, GO:0005575, GO:0051536
MGG_07302	GO:0003674, GO:0008150, GO:0005575, GO:0005515
MGG_07303	GO:0003674, GO:0005575
MGG_07304	GO:0003674, GO:0008150, GO:0005575
MGG_07305	GO:0003677, GO:0005634, GO:0006355, GO:0043565, GO:0003700
MGG_07306	GO:0005975, GO:0004553, GO:0003674, GO:0008150, GO:0005575
MGG_07307	GO:0016491, GO:0055114, GO:0004128
MGG_07309	GO:0008152, GO:0005777, GO:0016853, GO:0003824, GO:0005575, GO:0006635
MGG_07310	GO:0007266, GO:0030427, GO:0005543, GO:0005935, GO:0030010, GO:0005933, GO:0005515
MGG_07311	GO:0003674, GO:0008150, GO:0005575
MGG_07312	GO:0016021, GO:0005524, GO:0006355, GO:0004871, GO:0016020, GO:0000156, GO:0005622, GO:0007165, GO:0016772, GO:0035556, GO:0004673, GO:0016301, GO:0000155, GO:0016310, GO:0000160
MGG_07316	GO:0006281, GO:0006334, GO:0006338, GO:0042393, GO:0031491, GO:0006261, GO:0034724, GO:0035101, GO:0031298, GO:0045899, GO:0007063, GO:0005634, GO:0006260, GO:0006974, GO:0005694
MGG_07317	GO:0016874, GO:0004357, GO:0006750, GO:0005575, GO:0003824, GO:0000166, GO:0005524
MGG_07319	GO:0008270, GO:0006355, GO:0043565, GO:0003700
MGG_07320	GO:0003674, GO:0008150, GO:0005575
MGG_07323	GO:0005634, GO:0016740, GO:0005515
MGG_07324	GO:0016021, GO:0006465, GO:0008233, GO:0005787, GO:0016020, GO:0005783, GO:0005789
MGG_07326	GO:0006821, GO:0006884, GO:0003674, GO:0008150, GO:0005575, GO:0005634
MGG_07327	GO:0046872, GO:0003676, GO:0008270, GO:0003723, GO:0000166, GO:0005622, GO:0008150, GO:0005634, GO:0031445, GO:0071502, GO:0140453
MGG_07328	GO:0016021, GO:0003674, GO:0008150, GO:0016020
MGG_07330	GO:0005737, GO:0005634, GO:0005515, GO:0070191, GO:0034599
MGG_07331	GO:0005975, GO:0005886, GO:0016740, GO:0003824, GO:0043169, GO:0031225, GO:0005575, GO:0042124, GO:0009277, GO:0016020
MGG_07332	GO:0046872, GO:0005622, GO:0035556, GO:0005575, GO:0005515, GO:0030864
MGG_07333	GO:0031965, GO:0005524, GO:0003723, GO:0016973, GO:0006415, GO:0000822, GO:0008186, GO:0044614, GO:0005934, GO:0010494, GO:0005844, GO:0003724, GO:0006409, GO:0003676, GO:0016020, GO:0016787, GO:0005634, GO:0005737, GO:0000166, GO:0004386, GO:0016887, GO:0051028, GO:0015031, GO:0005643, GO:0006406
MGG_07334	GO:0016021, GO:0016020
MGG_07335	GO:0030552, GO:0008603, GO:0050790, GO:0005952, GO:0001932, GO:0000166
MGG_07336	GO:0008380, GO:0006397, GO:0005634, GO:0003674, GO:0008150, GO:0005575
MGG_07337	GO:0005575, GO:0006629
MGG_07338	GO:0005643, GO:0005622, GO:0046907, GO:0003674, GO:0005575
MGG_07339	GO:0003676, GO:0008270, GO:0005622
MGG_07340	GO:0016787, GO:0004301, GO:0016020
MGG_07341	GO:0016021, GO:0005886, GO:0003674, GO:0008150, GO:0005575, GO:0016020
MGG_07344	GO:0003674, GO:0008150, GO:0005575
MGG_07345	GO:0003674, GO:0008150, GO:0005575
MGG_07346	GO:0003674, GO:0008150, GO:0005575
MGG_07348	GO:0003674, GO:0008150, GO:0005575
MGG_07349	GO:0003674, GO:0008150, GO:0005575
MGG_07350	GO:0003674, GO:0008150, GO:0005575
MGG_07352	GO:0003674, GO:0008150, GO:0005575
MGG_07354	GO:0005524, GO:0008152, GO:0003824, GO:0003674, GO:0008150, GO:0005575
MGG_07355	GO:0016021, GO:0016020
MGG_07357	GO:0003674, GO:0008150, GO:0005575
MGG_07358	GO:0006508, GO:0008236, GO:0016787, GO:0004252, GO:0016020, GO:0008233, GO:0005618, GO:0003674, GO:0008150, GO:0005575
MGG_07361	GO:0008270, GO:0005634, GO:0006355, GO:0003700, GO:0000981, GO:0045944
MGG_07362	GO:0003674, GO:0008150, GO:0005575
MGG_07363	GO:0016021, GO:0003674, GO:0008150, GO:0005575, GO:0016020
MGG_07365	GO:0016021, GO:0003674, GO:0005575, GO:0016020
MGG_07366	GO:0016021, GO:0055085, GO:0022857, GO:0003674, GO:0008150, GO:0005575, GO:0016020
MGG_07367	GO:0003674, GO:0005575
MGG_07368	GO:0008270, GO:0005634, GO:0006355, GO:0003700, GO:0000981, GO:0045944
MGG_07372	GO:0003674, GO:0005575
MGG_07373	GO:0003674, GO:0008150, GO:0005575
MGG_07375	GO:0016021, GO:0005524, GO:0006200, GO:0000166, GO:0006810, GO:0016020, GO:0016887, GO:0017111, GO:0042626, GO:0003674, GO:0008150, GO:0005575, GO:0140359, GO:0055085
MGG_07376	GO:0016021, GO:0003674, GO:0008150, GO:0005575, GO:0016020
MGG_07377	GO:0003674, GO:0008150, GO:0005575
MGG_07382	GO:0046872, GO:0008270, GO:0016021, GO:0016740, GO:0008150, GO:0031901, GO:0019706, GO:0016409, GO:0005515, GO:0016020, GO:0010008, GO:0016746
MGG_07383	GO:0016021, GO:0005525, GO:0005575, GO:0016020, GO:0000166, GO:0005789
MGG_07384	GO:0005737, GO:0008152, GO:0030170, GO:0003824, GO:0019343, GO:0006535, GO:0004122, GO:0019346, GO:0007089, GO:0070814, GO:0016829, GO:0008652, GO:0019344
MGG_07386	GO:0008270, GO:0005634, GO:0006355, GO:0003700, GO:0000981, GO:0006357
MGG_07387	GO:0003674, GO:0008150, GO:0005575
MGG_07388	GO:0016021, GO:0003674, GO:0008150, GO:0016020
MGG_07389	GO:0016853, GO:0006457, GO:0003755, GO:0005575, GO:0005515, GO:0060255, GO:0051171, GO:0080090
MGG_07390	GO:0003674, GO:0005575
MGG_07391	GO:0046872, GO:0003676, GO:0008270, GO:0003677, GO:0005634, GO:0005730, GO:0006351, GO:0006367, GO:0005665, GO:0006379, GO:0003899, GO:0003968, GO:0005575, GO:0001193, GO:0006283, GO:0000428
MGG_07392	GO:0006412, GO:0030529, GO:0003735, GO:0005840, GO:0015934, GO:1990904, GO:0005762
MGG_07393	GO:0005634, GO:0032259, GO:0016740, GO:0005694, GO:0034770, GO:0042799, GO:0008168, GO:0003674, GO:0005515
MGG_07394	GO:0003676, GO:0008270, GO:0005634, GO:0005730, GO:0006351, GO:0006379, GO:0003899, GO:0005575, GO:0046872, GO:0000428
MGG_07398	GO:0003674, GO:0008150, GO:0005575
MGG_07402	GO:0003674, GO:0005575
MGG_07404	GO:0046872, GO:0006508, GO:0008236, GO:0016787, GO:0004252, GO:0008233, GO:0005615
